,date,open,high,low,close,volume,market_cap,RSI,delta,sell_points,buy_points,pct_change,RSI_Delta,RSI_pct_change,bought_sold,open_class,high_class,low_class,close_class,volume_class,open_prev,high_prev,low_prev,volume_prev
0,2021-06-02,2634.46,2801.39,2555.4,2706.12,27723267359,314266256163,54.12351735492759,72.59999999999991,0,0,0.02756766608949235,13.887727154320203,0.34515855374229876,0,0,1,1,1,1,2707.56,2739.74,2531.16,27363223090
1,2021-06-01,2707.56,2739.74,2531.16,2633.52,27363223090,305798597367,40.23579020060739,-81.42999999999984,0,0,-0.029993185878192885,-2.373863549070265,-0.0557118713758199,0,1,1,1,0,0,2387.2,2715.86,2279.51,31007383150
2,2021-05-31,2387.2,2715.86,2279.51,2714.95,31007383150,315217277483,42.609653749677655,324.6399999999999,0,0,0.13581501980914612,8.28145184371892,0.24124339126196448,0,1,1,1,1,1,2278.29,2472.19,2188.83,25876619428
3,2021-05-30,2278.29,2472.19,2188.83,2390.31,25876619428,277492990927,34.328201905958736,110.79999999999973,0,0,0.04860693745585665,2.3976596134181563,0.07508984944418828,0,0,0,0,1,0,2414.07,2566.94,2208.49,33773720220
4,2021-05-29,2414.07,2566.94,2208.49,2279.51,33773720220,264600384052,31.93054229254058,-140.39999999999964,0,0,-0.05801868664537091,2.363675705513643,0.07994339537320982,0,0,0,0,0,0,2742.47,2761.36,2336.36,39999114805
5,2021-05-28,2742.47,2761.36,2336.36,2419.91,39999114805,280864129343,29.566866587026936,-316.5799999999999,0,1,-0.11568834528903815,-8.519409488624099,-0.22368712214609632,1,0,0,0,0,1,2888.75,2888.75,2642.61,33373635283
6,2021-05-27,2888.75,2888.75,2642.61,2736.49,33373635283,317571010585,38.086276075651035,-152.21000000000004,0,0,-0.052691522137986,-0.771135053151653,-0.019845250384682878,0,1,0,0,0,0,2707.05,2911.74,2652.09,42499766020
7,2021-05-26,2707.05,2911.74,2652.09,2888.7,42499766020,335196485646,38.85741112880269,182.0699999999997,0,0,0.06726815264738795,6.153669306276036,0.18816407430287785,0,1,1,1,1,0,2649.03,2750.53,2394.36,49558333256
8,2021-05-25,2649.03,2750.53,2394.36,2706.63,49558333256,314033309034,32.70374182252665,63.039999999999964,0,0,0.0238463604416721,-2.356487588056197,-0.06721255472860355,0,1,1,1,1,0,2099.94,2672.6,2090.64,53697121740
9,2021-05-24,2099.94,2672.6,2090.64,2643.59,53697121740,306684156290,35.06022941058285,534.0100000000002,0,0,0.25313569525687596,8.5687682903976,0.32345397075394233,0,0,1,1,1,0,2298.37,2384.41,1737.47,56005721977
10,2021-05-23,2298.37,2384.41,1737.47,2109.58,56005721977,244704904961,26.49146112018525,-186.1300000000001,0,0,-0.08107731377220995,-1.8482793244125588,-0.0652186398116742,1,0,0,0,0,1,2436.01,2483.98,2168.12,42089937660
11,2021-05-22,2436.01,2483.98,2168.12,2295.71,42089937660,266263966984,28.33974044459781,-134.90999999999985,0,1,-0.05550435691305089,-8.458900984306382,-0.2298699260582533,1,0,0,1,0,0,2772.34,2938.21,2113.35,53774070802
12,2021-05-21,2772.34,2938.21,2113.35,2430.62,53774070802,281879243639,36.79864142890419,-353.6700000000001,0,0,-0.1270234063262089,-3.5085266493199683,-0.08704473215560482,0,1,0,0,0,0,2439.64,2993.15,2170.23,67610826680
13,2021-05-20,2439.64,2993.15,2170.23,2784.29,67610826680,322857390499,40.30716807822416,323.6100000000001,0,0,0.13151242745907643,6.144278897739845,0.1798524376928221,0,0,0,1,1,0,3382.66,3437.94,1952.46,84482912776
14,2021-05-19,3382.66,3437.94,1952.46,2460.68,84482912776,285298709245,34.162889180484314,-919.3900000000003,0,0,-0.2720032425363973,-18.17602815458539,-0.3472755853588614,0,1,0,0,0,1,3276.87,3562.47,3246.4,40416525218
15,2021-05-18,3276.87,3562.47,3246.4,3380.07,40416525218,391850295263,52.3389173350697,97.67000000000007,0,0,0.029755666585425278,5.010555103464277,0.10586791655592664,0,0,0,1,1,0,3581.34,3587.77,3129.01,54061732774
16,2021-05-17,3581.34,3587.77,3129.01,3282.4,54061732774,380482843865,47.328362231605425,-305.1100000000001,0,0,-0.08504784655652531,-13.417679768347234,-0.22088154761354972,0,0,0,0,0,1,3641.83,3878.9,3350.95,47359478734
17,2021-05-16,3641.83,3878.9,3350.95,3587.51,47359478734,415801534962,60.74604199995266,-50.60999999999967,0,0,-0.013911030972040384,-1.1388365982349882,-0.018402501936367055,0,0,0,0,0,1,4075.95,4129.19,3638.12,42422321751
18,2021-05-15,4075.95,4129.19,3638.12,3638.12,42422321751,421619090683,61.88487859818765,-440.94000000000005,0,0,-0.10809843444322953,-12.809993128798673,-0.17149762537406676,0,1,0,0,0,0,3720.12,4171.02,3703.4,48174271215
19,2021-05-14,3720.12,4171.02,3703.4,4079.06,48174271215,472663570788,74.69487172698632,363.90999999999985,0,0,0.09795297632666244,3.830166689949934,0.05404900349120423,2,0,1,1,1,0,3828.92,4032.56,3549.41,78398214539
20,2021-05-13,3828.92,4032.56,3549.41,3715.15,78398214539,430445282301,70.86470503703639,-70.69999999999982,0,0,-0.01867480222407114,-2.3772824506100108,-0.03245791836289236,2,0,0,0,0,1,4174.64,4362.35,3785.85,69023382175
21,2021-05-12,4174.64,4362.35,3785.85,3785.85,69023382175,438585075674,73.2419874876464,-382.8499999999999,0,0,-0.09183918247895029,-15.631182866278778,-0.1758819090624284,2,1,1,1,0,1,3948.27,4178.21,3783.89,52679737865
22,2021-05-11,3948.27,4178.21,3783.89,4168.7,52679737865,482881900491,88.87317035392518,216.40999999999985,0,0,0.054755597387843524,0.5297315304530485,0.005996274737635643,2,1,0,1,1,0,3924.41,4197.47,3684.45,62691789007
23,2021-05-10,3924.41,4197.47,3684.45,3952.29,62691789007,457761219807,88.34343882347213,23.449999999999818,0,0,0.0059686828682257165,-1.111987343471796,-0.012430630439304813,2,1,1,0,1,1,3911.46,3981.26,3743.99,50568290278
24,2021-05-09,3911.46,3981.26,3743.99,3928.84,50568290278,454991994900,89.45542616694392,26.190000000000055,0,0,0.0067108246960398965,-0.3887803513120929,-0.00432727235710062,2,1,1,1,1,1,3481.99,3950.16,3453.77,50208491286
25,2021-05-08,3481.99,3950.16,3453.77,3902.65,50208491286,451905650094,89.84420651825602,417.9200000000001,0,0,0.11992894714942048,9.642383320980045,0.12022648534138991,2,0,1,1,1,1,3490.11,3573.29,3370.26,39607240515
26,2021-05-07,3490.11,3573.29,3370.26,3484.73,39607240515,403465702897,80.20182319727597,-6.150000000000091,0,0,-0.001761733431111967,1.4343882278599267,0.018210421964570456,2,0,0,0,0,0,3524.93,3598.9,3386.24,44300394788
27,2021-05-06,3524.93,3598.9,3386.24,3490.88,44300394788,404131394792,78.76743496941604,-31.90000000000009,0,0,-0.009055348332850821,-1.7589335412626355,-0.021842951244341546,2,1,1,1,0,0,3240.55,3541.46,3213.1,48334198383
28,2021-05-05,3240.55,3541.46,3213.1,3522.78,48334198383,407777080466,80.52636851067868,269.1500000000001,0,0,0.08272298939953227,2.7486575803229982,0.03533991354906574,2,0,1,1,1,0,3431.13,3523.59,3180.74,62402045158
29,2021-05-04,3431.13,3523.59,3180.74,3253.63,62402045158,376577399574,77.77771093035568,-177.46000000000004,0,0,-0.05172117315488667,-10.582350207981946,-0.11976395298566045,2,1,1,1,0,1,2951.18,3450.04,2951.18,49174290212
30,2021-05-03,2951.18,3450.04,2951.18,3431.09,49174290212,397069786479,88.36006113833763,479.0300000000002,0,0,0.16226973706496484,9.547512776201941,0.12114203860446282,2,1,1,1,1,1,2945.56,2984.89,2860.53,28032013047
31,2021-05-02,2945.56,2984.89,2860.53,2952.06,28032013047,341593133886,78.81254836213569,6.170000000000073,0,0,0.0020944434449352567,6.424266262330875,0.08874732312991584,2,1,1,1,1,0,2772.84,2951.44,2755.91,28726205272
32,2021-05-01,2772.84,2951.44,2755.91,2945.89,28726205272,340840444354,72.38828209980481,172.67999999999984,1,0,0.06226719217080556,8.809577659250927,0.13856176744664372,2,1,1,1,1,0,2757.73,2796.05,2728.17,29777179889
33,2021-04-30,2757.73,2796.05,2728.17,2773.21,29777179889,320822874721,63.578704440553885,16.329999999999927,0,0,0.0059233626418269125,4.62312076068887,0.0784170128107442,0,1,0,1,1,0,2748.65,2797.97,2672.11,32578127990
34,2021-04-29,2748.65,2797.97,2672.11,2756.88,32578127990,318896956051,58.955583679865015,10.5,0,0,0.00382321455880108,-2.153663616612377,-0.03524284313573145,0,1,1,1,1,0,2664.69,2757.48,2564.08,34269031076
35,2021-04-28,2664.69,2757.48,2564.08,2746.38,34269031076,317645696234,61.10924729647739,83.51000000000022,0,0,0.03136090008149117,-1.4024497366045736,-0.022434997019235903,0,1,1,1,1,1,2534.03,2676.39,2485.38,32275969215
36,2021-04-27,2534.03,2676.39,2485.38,2662.87,32275969215,307950352777,62.511697033081965,128.38999999999987,0,0,0.05065733404879902,-0.7940457892320083,-0.012543029334016853,0,1,1,1,1,0,2319.48,2536.34,2308.32,35208325408
37,2021-04-26,2319.48,2536.34,2308.32,2534.48,35208325408,293069092286,63.305742822313974,218.42000000000007,0,0,0.09430671053426942,7.140879430082315,0.1271414012033365,0,1,1,1,1,1,2214.41,2354.09,2172.52,31814355546
38,2021-04-25,2214.41,2354.09,2172.52,2316.06,31814355546,267780847561,56.16486339223166,104.42999999999984,0,0,0.04721856730104035,3.016334702309102,0.05675292951018274,0,0,0,1,1,0,2367.2,2367.74,2163.69,31854226936
39,2021-04-24,2367.2,2367.74,2163.69,2211.63,31854226936,255676477656,53.14852868992256,-151.96000000000004,0,0,-0.06429203034367215,-9.935700926007641,-0.15749896585086698,0,0,0,1,0,0,2401.26,2439.54,2117.04,55413933925
40,2021-04-23,2401.26,2439.54,2117.04,2363.59,55413933925,273212191169,63.0842296159302,-39.94999999999982,0,0,-0.01662131689091917,-1.359032762895339,-0.021088826243872538,0,1,0,0,0,1,2357.87,2641.09,2315.96,53575904724
41,2021-04-22,2357.87,2641.09,2315.96,2403.54,53575904724,277797467179,64.44326237882554,38.789999999999964,0,0,0.016403425309229336,-2.393625061618579,-0.0358129343433512,0,1,1,1,1,1,2331.16,2467.2,2238.37,38899067643
42,2021-04-21,2331.16,2467.2,2238.37,2364.75,38899067643,273282959377,66.83688744044412,34.539999999999964,0,0,0.01482269838340744,8.574091281827151,0.14716237199609683,0,1,1,1,1,0,2161.94,2345.84,2060.14,39433483315
43,2021-04-20,2161.94,2345.84,2060.14,2330.21,39433483315,269259968844,58.262796158616965,164.01999999999998,0,0,0.07571819646476063,5.679263410234441,0.10800459979382304,0,0,1,0,1,1,2238.03,2276.78,2086.69,34060654971
44,2021-04-19,2238.03,2276.78,2086.69,2166.19,34060654971,250277144257,52.583532748382524,-70.94999999999982,0,0,-0.03171459989093206,-4.1330661398016275,-0.07287224940885295,0,0,0,1,0,0,2346.45,2365.46,2011.77,50696368718
45,2021-04-18,2346.45,2365.46,2011.77,2237.14,50696368718,258444691650,56.71659888818415,-107.75,0,0,-0.0459509827753114,-8.659906111475735,-0.13246205363105268,0,0,0,0,0,1,2429.98,2497.39,2333.68,32349808978
46,2021-04-17,2429.98,2497.39,2333.68,2344.89,32349808978,270861474697,65.37650499965989,-87.05999999999995,0,0,-0.0357984333559489,1.7166575327308067,0.02696609560088259,0,0,0,1,0,0,2516.6,2547.56,2318.68,36196928256
47,2021-04-16,2516.6,2547.56,2318.68,2431.95,36196928256,280884355082,63.65984746692908,-87.17000000000007,0,0,-0.03460335355203403,-10.19714443162674,-0.1380660675380977,0,1,1,0,0,1,2436.03,2544.27,2409.92,32325606817
48,2021-04-15,2436.03,2544.27,2409.92,2519.12,32325606817,290918491377,73.85699189855582,84.00999999999976,0,0,0.03449946819650851,0.5906548101910118,0.008061748869451879,2,1,1,1,1,0,2299.35,2449.69,2284.56,35592822986
49,2021-04-14,2299.35,2449.69,2284.56,2435.11,35592822986,281183637540,73.2663370883648,135.92000000000007,0,0,0.05911647145298993,1.6238047076671478,0.02266537284079373,2,1,1,1,1,1,2139.36,2318.42,2138.56,29456642939
50,2021-04-13,2139.36,2318.42,2138.56,2299.19,29456642939,265458239569,71.64253238069766,159.84000000000015,1,0,0.07471428237548805,4.144201912024641,0.061397102465342135,2,0,1,1,1,1,2157.36,2199.72,2110.37,21727936609
51,2021-04-12,2157.36,2199.72,2110.37,2139.35,21727936609,246975320276,67.49833046867302,-18.309999999999945,0,0,-0.008486045067341408,-5.282682585340879,-0.07258325164312251,0,1,1,0,0,1,2136.16,2165.19,2119.87,19692836132
52,2021-04-11,2136.16,2165.19,2119.87,2157.66,19692836132,249059103192,72.7810130540139,21.7199999999998,0,0,0.01016882496699334,2.356900476714401,0.033467237150164975,2,1,0,1,1,0,2071.11,2197.0,2062.79,24986243611
53,2021-04-10,2071.11,2197.0,2062.79,2135.94,24986243611,246523420885,70.4241125772995,63.82999999999993,1,0,0.030804349189956115,1.5195695893916081,0.022053256918898256,2,0,1,1,1,1,2088.77,2102.87,2055.16,19812472092
54,2021-04-09,2088.77,2102.87,2055.16,2072.11,19812472092,239127946688,68.90454298790789,-16.460000000000036,0,0,-0.007880990342674643,-4.19251702014688,-0.05735548077699559,0,1,1,1,0,0,1969.13,2091.52,1959.08,25312956529
55,2021-04-08,1969.13,2091.52,1959.08,2088.57,25312956529,241000078758,73.09706000805477,117.49000000000024,1,0,0.05960691600543866,3.2645756305932423,0.046748668040326624,2,0,0,1,1,0,2117.73,2133.19,1945.44,36116271935
56,2021-04-07,2117.73,2133.19,1945.44,1971.08,36116271935,227414944867,69.83248437746153,-147.30000000000018,0,0,-0.06953426675100793,-4.8689503089185,-0.06517880586042124,0,1,0,0,0,1,2109.49,2151.22,2057.61,29222865881
57,2021-04-06,2109.49,2151.22,2057.61,2118.38,29222865881,244382061190,74.70143468638003,10.490000000000236,0,0,0.0049765405215642655,1.3589861276316526,0.018529325845224376,2,1,1,1,1,1,2093.26,2140.99,2032.39,28889391170
58,2021-04-05,2093.26,2140.99,2032.39,2107.89,28889391170,243143128760,73.34244855874837,14.769999999999982,1,0,0.007056451612903247,7.696923107188439,0.117249775277799,2,1,1,1,1,1,2027.67,2110.35,2007.11,26006501902
59,2021-04-04,2027.67,2110.35,2007.11,2093.12,26006501902,241411837678,65.64552545155993,64.69999999999982,0,0,0.03189674722197555,4.0949586018313155,0.06652999007838334,0,0,0,0,1,0,2142.9,2144.96,2028.42,32011518871
60,2021-04-03,2142.9,2144.96,2028.42,2028.42,32011518871,233921770622,61.55056684972862,-114.80999999999995,0,0,-0.0535686790498453,-8.200370320442083,-0.11756645362965834,0,1,0,1,0,0,1976.93,2152.45,1960.68,34862511022
61,2021-04-02,1976.93,2152.45,1960.68,2143.23,34862511022,247132282844,69.7509371701707,165.95000000000005,0,0,0.08392842692992386,5.72554400901069,0.08942614369581103,0,1,1,1,1,1,1919.16,1989.06,1912.18,30914259795
62,2021-04-01,1919.16,1989.06,1912.18,1977.28,30914259795,227970125751,64.02539316116001,58.92000000000007,0,0,0.03071373464834548,6.992626440647847,0.12260717553674128,0,1,1,1,1,1,1846.1,1947.84,1793.0,30226902621
63,2021-03-31,1846.1,1947.84,1793.0,1918.36,30226902621,221151811159,57.032766720512164,72.32999999999993,0,0,0.039181378417468826,3.8772700488906295,0.07294203406363087,0,1,1,0,1,1,1819.47,1860.97,1793.92,22512781703
64,2021-03-30,1819.47,1860.97,1793.92,1846.03,22512781703,212788788571,53.155496671621535,26.34999999999991,0,0,0.014480568011958184,0.8539041472730275,0.016326542004920785,0,1,1,1,1,0,1691.26,1837.19,1683.72,22796570548
65,2021-03-29,1691.26,1837.19,1683.72,1819.68,22796570548,209726738382,52.30159252434851,128.32000000000016,0,0,0.07586794059218627,17.346395061315206,0.49624651898075545,0,0,1,1,1,1,1716.41,1728.58,1672.66,16599472938
66,2021-03-28,1716.41,1728.58,1672.66,1691.36,16599472938,194913443083,34.9551974630333,-25.13000000000011,0,0,-0.014640341627390807,2.677966369022627,0.08296766104944941,0,1,0,0,0,0,1703.04,1732.82,1674.32,18102277710
67,2021-03-27,1703.04,1732.82,1674.32,1716.49,18102277710,197787142643,32.27723109401067,13.650000000000091,0,0,0.00801602029550641,-12.954897995096054,-0.2864092019541036,0,1,1,1,1,0,1595.21,1702.92,1594.74,22548516548
68,2021-03-26,1595.21,1702.92,1594.74,1702.84,22548516548,196191139867,45.23212908910673,107.48000000000002,0,0,0.06737037408484614,12.38324436112611,0.37697609716953595,0,1,1,1,1,0,1593.12,1625.91,1560.37,29650328701
69,2021-03-25,1593.12,1625.91,1560.37,1595.36,29650328701,183786054252,32.84888472798062,1.949999999999818,0,0,0.0012237904870684435,-2.4118602576927373,-0.06840071753086019,0,0,0,0,1,0,1678.0,1740.43,1570.79,31228051473
70,2021-03-24,1678.0,1740.43,1570.79,1593.41,31228051473,183540070277,35.260744985673355,-85.24000000000001,0,0,-0.05077889971107741,-0.8462909863940169,-0.02343839541547288,0,0,1,0,0,1,1690.87,1725.11,1662.54,21998237965
71,2021-03-23,1690.87,1725.11,1662.54,1678.65,21998237965,193335618291,36.10703597206737,-12.679999999999836,0,0,-0.007497058527903944,-3.6833610205851315,-0.09256909452964956,0,0,0,0,0,0,1788.36,1811.97,1674.3,23599296129
72,2021-03-22,1788.36,1811.97,1674.3,1691.33,23599296129,194773638866,39.790396992652504,-96.8900000000001,0,0,-0.05418237129659664,-14.747449779178943,-0.27040762795196993,0,0,0,0,0,1,1812.61,1823.35,1764.14,22977404620
73,2021-03-21,1812.61,1823.35,1764.14,1788.22,22977404620,205906557856,54.53784677183145,-24.410000000000082,0,0,-0.013466620325162881,-5.836412397386795,-0.09667054267330011,0,0,0,0,0,1,1817.52,1874.71,1811.73,22677674970
74,2021-03-20,1817.52,1874.71,1811.73,1812.63,22677674970,208693780293,60.37425916921824,-4.989999999999782,0,0,-0.002745348312628515,-5.8289432924604725,-0.08804624362143987,0,1,1,1,0,1,1782.57,1841.2,1746.47,21249297710
75,2021-03-19,1782.57,1841.2,1746.47,1817.62,21249297710,209243467429,66.20320246167871,34.75999999999999,0,0,0.019496763626981384,2.051815807854709,0.031983966596494495,0,0,0,1,1,0,1823.16,1848.65,1705.72,23263845504
76,2021-03-18,1823.16,1848.65,1705.72,1782.86,23263845504,205216840694,64.151386653824,-40.590000000000146,0,0,-0.022260001645233007,-0.5050512871713977,-0.007811307013731561,0,1,1,0,0,0,1807.06,1839.82,1749.18,24512917348
77,2021-03-17,1807.06,1839.82,1749.18,1823.45,24512917348,209864815743,64.6564379409954,16.480000000000018,0,0,0.009120239959711673,-2.588800363226497,-0.038497898565168165,0,1,1,1,1,1,1792.41,1817.06,1720.05,23828509590
78,2021-03-16,1792.41,1817.06,1720.05,1806.97,23828509590,207943962562,67.2452383042219,15.269999999999982,0,0,0.008522632137076602,5.523817626105263,0.0894959572449332,0,0,0,0,1,0,1854.09,1889.2,1749.61,26244738810
79,2021-03-15,1854.09,1889.2,1749.61,1791.7,26244738810,206162475256,61.72142067811664,-62.8599999999999,0,0,-0.03389483219739453,-9.079380027718834,-0.1282383806002706,0,0,0,0,0,1,1923.86,1930.78,1845.12,19344589211
80,2021-03-14,1923.86,1930.78,1845.12,1854.56,19344589211,213370626930,70.80080070583547,-70.13000000000011,0,0,-0.03643703661368847,-1.805390798844158,-0.02486552126519126,2,1,0,1,0,0,1772.17,1937.65,1733.64,25014689475
81,2021-03-13,1772.17,1937.65,1733.64,1924.69,25014689475,221411849363,72.60619150467963,152.59000000000015,1,0,0.08610687884430912,4.271377456254626,0.06250660831867849,2,0,1,1,1,1,1826.55,1839.5,1728.98,22435821312
82,2021-03-12,1826.55,1839.5,1728.98,1772.1,22435821312,203835039480,68.334814048425,-54.090000000000146,0,0,-0.029619042925435046,-1.9296432186571764,-0.027462579143284538,0,1,0,0,0,0,1798.03,1843.82,1734.62,24013132909
83,2021-03-11,1798.03,1843.82,1734.62,1826.19,24013132909,210032453964,70.26445726708218,27.019999999999982,1,0,0.015018036094421205,11.53588800596853,0.19642719295065247,2,0,0,0,1,0,1868.49,1873.8,1766.49,25154173185
